,index,condition,pair_id,topic,turn_txt,round,time,inter_num,tokenized_text,word_counts,agent,time_label,appre_c,affir_c,assent_c,aggree_c,fillpause_c,laugh_c,yknow_c,idknow_c,appre_log,affir_log,assent_log,aggree_log,fillpause_log,laugh_log,yknow_log,idknow_log,conj,negate,posemo,negemo,insight,cause,discrep,certain,assent
31,6,NB,13,6,"Okay, um, so I put a four, I like very minorly disagree um because ok.. I definitely get annoyed when, like, parents just like sit down their kid and they're like, here look at the  look the iPad. Um because like...yeah, I mean, I'm sure... yeah, you know..Um but I think sometimes they can be really helpful like if they if it helps them, like, focus on like an educational program that like maybe helps them like, learn math to . Like yeah, get better or like have um, I don't know, have like a head start before starting school. Um or like maybe the parents aren't very available because they have really tight work schedules. Or like, are in a working class family and they just like need to, like have this way of teaching their kid something. Um I don't think it's ideal, but I think it can help in certain circumstances.",1,0,4,"['Okay', 'um', 'so', 'I', 'put', 'a', 'four', 'I', 'like', 'very', 'minorly', 'disagree', 'um', 'because', 'ok', 'I', 'definitely', 'get', 'annoyed', 'when', 'like', 'parents', 'just', 'like', 'sit', 'down', 'their', 'kid', 'and', 'they', ""'re"", 'like', 'here', 'look', 'at', 'the', 'look', 'the', 'iPad', 'Um', 'because', 'like', 'yeah', 'I', 'mean', 'I', ""'m"", 'sure', 'yeah', 'you', 'know', 'Um', 'but', 'I', 'think', 'sometimes', 'they', 'can', 'be', 'really', 'helpful', 'like', 'if', 'they', 'if', 'it', 'helps', 'them', 'like', 'focus', 'on', 'like', 'an', 'educational', 'program', 'that', 'like', 'maybe', 'helps', 'them', 'like', 'learn', 'math', 'to', 'Like', 'yeah', 'get', 'better', 'or', 'like', 'have', 'um', 'I', 'do', ""n't"", 'know', 'have', 'like', 'a', 'head', 'start', 'before', 'starting', 'school', 'Um', 'or', 'like', 'maybe', 'the', 'parents', 'are', ""n't"", 'very', 'available', 'because', 'they', 'have', 'really', 'tight', 'work', 'schedules', 'Or', 'like', 'are', 'in', 'a', 'working', 'class', 'family', 'and', 'they', 'just', 'like', 'need', 'to', 'like', 'have', 'this', 'way', 'of', 'teaching', 'their', 'kid', 'something', 'Um', 'I', 'do', ""n't"", 'think', 'it', ""'s"", 'ideal', 'but', 'I', 'think', 'it', 'can', 'help', 'in', 'certain', 'circumstances']",161,A,1,0,2,0,0,7,0,1,1,0,0.693147181,0,0,1.945910149,0,0,0,9.03,1.94,7.1,1.29,4.52,1.94,2.58,1.94,3.23
32,6,NB,13,6,"Okay. Okay. ohh. Yea. . Yeah, I agree with those points. But I think like, some people, like don't have the resources to, like, be there all the time with their kids, or like, um they're just like in a really bad situation. Or um like they, they can't really hire someone because it's really expensive. Um and like, I think if there is a solution then like that, could be one, ok, like, really developed apps or something, that like know childhood development um that could help especially if the parents are not educated in like early childhood development, which many are not they're like not prepared in that way. So, I think that could potientially work. . I do see your point ",2,119,0,"['Okay', 'Okay', 'ohh', 'Yea', 'Yeah', 'I', 'agree', 'with', 'those', 'points', 'But', 'I', 'think', 'like', 'some', 'people', 'like', 'do', ""n't"", 'have', 'the', 'resources', 'to', 'like', 'be', 'there', 'all', 'the', 'time', 'with', 'their', 'kids', 'or', 'like', 'um', 'they', ""'re"", 'just', 'like', 'in', 'a', 'really', 'bad', 'situation', 'Or', 'um', 'like', 'they', 'they', 'ca', ""n't"", 'really', 'hire', 'someone', 'because', 'it', ""'s"", 'really', 'expensive', 'Um', 'and', 'like', 'I', 'think', 'if', 'there', 'is', 'a', 'solution', 'then', 'like', 'that', 'could', 'be', 'one', 'ok', 'like', 'really', 'developed', 'apps', 'or', 'something', 'that', 'like', 'know', 'childhood', 'development', 'um', 'that', 'could', 'help', 'especially', 'if', 'the', 'parents', 'are', 'not', 'educated', 'in', 'like', 'early', 'childhood', 'development', 'which', 'many', 'are', 'not', 'they', ""'re"", 'like', 'not', 'prepared', 'in', 'that', 'way', 'So', 'I', 'think', 'that', 'could', 'potientially', 'work', 'I', 'do', 'see', 'your', 'point']",127,A,4,0,2,3,1,4,0,0,0,0,0.693147181,1.098612289,0,1.386294361,0,0,0,8.2,4.10,3.28,0.82,4.1,1.64,4.1,1.64,4.92
33,7,TYB,14,5,"Yea, that's fair..um I think for me uhh..I think it comes from like more personal experience like with my family like umm with, like how school sometimes will try to meet certain needs of like certain ethnic backgrounds based on like, what they want their numbers to look like, right? Like percentage wise. Umm but I totally understand like what you're saying.",1,12,0,"['Yea', 'that', ""'s"", 'fair', 'um', 'I', 'think', 'for', 'me', 'uhh', 'I', 'think', 'it', 'comes', 'from', 'like', 'more', 'personal', 'experience', 'like', 'with', 'my', 'family', 'like', 'umm', 'with', 'like', 'how', 'school', 'sometimes', 'will', 'try', 'to', 'meet', 'certain', 'needs', 'of', 'like', 'certain', 'ethnic', 'backgrounds', 'based', 'on', 'like', 'what', 'they', 'want', 'their', 'numbers', 'to', 'look', 'like', 'right', 'Like', 'percentage', 'wise', 'Umm', 'but', 'I', 'totally', 'understand', 'like', 'what', 'you', ""'re"", 'saying']",66,A,1,0,0,1,0,4,0,0,0,0,0,0,0,1.386294361,0,0,0,3.12,0.00,6.25,0,6.25,3.12,3.12,4.69,1.56
34,7,TYB,14,5,"[laughs] Yeah, yea there's like always two sides to every .  Everything and like, I think it just depends on like, to your personal experience and like,how things have affected you in your life like like with uhh how you like to think.",2,36,0,"['laughs', 'Yeah', 'yea', 'there', ""'s"", 'like', 'always', 'two', 'sides', 'to', 'every', 'Everything', 'and', 'like', 'I', 'think', 'it', 'just', 'depends', 'on', 'like', 'to', 'your', 'personal', 'experience', 'and', 'like', 'how', 'things', 'have', 'affected', 'you', 'in', 'your', 'life', 'like', 'like', 'with', 'uhh', 'how', 'you', 'like', 'to', 'think']",44,A,2,0,0,2,0,1,1,0,0,0,0,0.693147181,0,0,0,0,0,9.3,0.00,4.65,0,4.65,9.3,0,6.98,4.65
35,7,TYB,14,5,". Yeah, yeah . .  Yeah  Yeah  Yeah ",3,54,0,"['Yeah', 'yeah', 'Yeah', 'Yeah', 'Yeah']",5,A,2,0,0,5,0,0,0,0,0,0,0,1.609437912,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
36,7,TYB,14,5,".  Yeah  . . Yeah, I agree umm Yeah, and I think that's really relevant with like, how like, obviously we have like patterns and like how socially like socially things are broken up like hierarchy wise there are obviously patterns and like resources for people and like I obviously want that and it's very relevant um as far as that goes um ",4,71,0,"['Yeah', 'Yeah', 'I', 'agree', 'umm', 'Yeah', 'and', 'I', 'think', 'that', ""'s"", 'really', 'relevant', 'with', 'like', 'how', 'like', 'obviously', 'we', 'have', 'like', 'patterns', 'and', 'like', 'how', 'socially', 'like', 'socially', 'things', 'are', 'broken', 'up', 'like', 'hierarchy', 'wise', 'there', 'are', 'obviously', 'patterns', 'and', 'like', 'resources', 'for', 'people', 'and', 'like', 'I', 'obviously', 'want', 'that', 'and', 'it', ""'s"", 'very', 'relevant', 'um', 'as', 'far', 'as', 'that', 'goes', 'um']",62,A,3,0,0,3,1,3,0,0,0,0,0,1.098612289,0,1.098612289,0,0,0,15,0.00,3.33,0,3.33,3.33,1.67,5,6.67
37,7,TYB,14,5,"I think like yeah, I mean, I think that's very specific and interesting that they chose that, but umI don't know I guess like I don't know I think of I guess it's a you're, I'm assuming a student also?. Um I think like because we're also at like a higher level of school, I think that's probably trying to like really ",5,101,0,"['I', 'think', 'like', 'yeah', 'I', 'mean', 'I', 'think', 'that', ""'s"", 'very', 'specific', 'and', 'interesting', 'that', 'they', 'chose', 'that', 'but', 'umI', 'do', ""n't"", 'know', 'I', 'guess', 'like', 'I', 'do', ""n't"", 'know', 'I', 'think', 'of', 'I', 'guess', 'it', ""'s"", 'a', 'you', ""'re"", 'I', ""'m"", 'assuming', 'a', 'student', 'also', 'Um', 'I', 'think', 'like', 'because', 'we', ""'re"", 'also', 'at', 'like', 'a', 'higher', 'level', 'of', 'school', 'I', 'think', 'that', ""'s"", 'probably', 'trying', 'to', 'like', 'really']",70,A,4,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0.693147181,8.2,3.28,3.28,0,14.75,1.64,0,1.64,1.64
38,7,TYB,14,5,"Yeah, yeah, I see what you mean?",6,131,0,"['Yeah', 'yeah', 'I', 'see', 'what', 'you', 'mean']",7,A,5,0,0,3,0,0,0,0,0,0,0,1.098612289,0,0,0,0,0,0,0.00,0,0,14.29,0,0,0,28.57
39,7,TYB,14,5," laughs. I think if it was like a public school, there would be like, because Ivy league schools  are obviously like,more exclusive .. Um I think that kind of like changes the way that makes up students as far as like, requirements, so I think it's more // in that way like, obviously .  people want",7,140,0,"['laughs', 'I', 'think', 'if', 'it', 'was', 'like', 'a', 'public', 'school', 'there', 'would', 'be', 'like', 'because', 'Ivy', 'league', 'schools', 'are', 'obviously', 'like', 'more', 'exclusive', 'Um', 'I', 'think', 'that', 'kind', 'of', 'like', 'changes', 'the', 'way', 'that', 'makes', 'up', 'students', 'as', 'far', 'as', 'like', 'requirements', 'so', 'I', 'think', 'it', ""'s"", 'more', 'in', 'that', 'way', 'like', 'obviously', 'people', 'want']",55,A,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.43,0.00,1.89,0,5.66,5.66,5.66,3.77,0
40,8,NB,15,14, [laughs] Yeah ,1,12,0,"['laughs', 'Yeah']",2,A,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00,50,0,0,0,0,0,50
41,8,NB,15,14,"Sorry, I can't hear Yeah, yeah go ahead [laughs].",2,31,0,"['Sorry', 'I', 'ca', ""n't"", 'hear', 'Yeah', 'yeah', 'go', 'ahead', 'laughs']",10,A,2,0,0,2,0,0,1,0,0,0,0,0.693147181,0,0,0,0,0,0,11.11,11.11,11.11,0,0,0,0,22.22
42,8,NB,15,14,"Wh-what's a seminar? I'm sorry, can you just ",3,45,0,"['Wh', 'what', ""'s"", 'a', 'seminar', 'I', ""'m"", 'sorry', 'can', 'you', 'just']",11,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,11.11,0,0,0,0,0
43,8,NB,15,14,"Or, um I guess when you say seminar do you mean like a a discussion?",4,50,0,"['Or', 'um', 'I', 'guess', 'when', 'you', 'say', 'seminar', 'do', 'you', 'mean', 'like', 'a', 'a', 'discussion']",15,A,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.33,0.00,0,0,6.67,0,0,0,0
44,8,NB,15,14," mhm.  Yeah . . I-I would agree that I think that that situation is rude actually. Um, the thing I disagree with is that people should never be allowed to be on their phones and text. Um I am a big proponent of people, you know, family dinners and big events being times to focus on your family and, and be present with them. Um but I do think there's exceptions to that. Um I mean, there's cases where people have things that they need to check uh things in their life that are important. And there are also times when if you're in situations that are uhh very social, and maybe it's a group and things that take a long time and sometimes people leave alone to sort of, you know collect their thoughts and be with themselves for a second .. So I guess the part I disagree with is the never part. . Not necessarily that people should be in the moment and be present with things that are going on.",5,86,1,"['mhm', 'Yeah', 'I', 'I', 'would', 'agree', 'that', 'I', 'think', 'that', 'that', 'situation', 'is', 'rude', 'actually', 'Um', 'the', 'thing', 'I', 'disagree', 'with', 'is', 'that', 'people', 'should', 'never', 'be', 'allowed', 'to', 'be', 'on', 'their', 'phones', 'and', 'text', 'Um', 'I', 'am', 'a', 'big', 'proponent', 'of', 'people', 'you', 'know', 'family', 'dinners', 'and', 'big', 'events', 'being', 'times', 'to', 'focus', 'on', 'your', 'family', 'and', 'and', 'be', 'present', 'with', 'them', 'Um', 'but', 'I', 'do', 'think', 'there', ""'s"", 'exceptions', 'to', 'that', 'Um', 'I', 'mean', 'there', ""'s"", 'cases', 'where', 'people', 'have', 'things', 'that', 'they', 'need', 'to', 'check', 'uh', 'things', 'in', 'their', 'life', 'that', 'are', 'important', 'And', 'there', 'are', 'also', 'times', 'when', 'if', 'you', ""'re"", 'in', 'situations', 'that', 'are', 'uhh', 'very', 'social', 'and', 'maybe', 'it', ""'s"", 'a', 'group', 'and', 'things', 'that', 'take', 'a', 'long', 'time', 'and', 'sometimes', 'people', 'leave', 'alone', 'to', 'sort', 'of', 'you', 'know', 'collect', 'their', 'thoughts', 'and', 'be', 'with', 'themselves', 'for', 'a', 'second', 'So', 'I', 'guess', 'the', 'part', 'I', 'disagree', 'with', 'is', 'the', 'never', 'part', 'Not', 'necessarily', 'that', 'people', 'should', 'be', 'in', 'the', 'moment', 'and', 'be', 'present', 'with', 'things', 'that', 'are', 'going', 'on']",175,A,3,0,1,1,1,6,0,2,0,0,0,0,0,1.791759469,0,0.693147181,0,8.77,1.75,1.17,2.34,3.51,0.58,2.92,1.75,1.75
45,8,NB,15,14,. Yeah . ,6,165,0,['Yeah'],1,A,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
46,9,TYB,16,6, Like on a plane ,1,19,0,"['Like', 'on', 'a', 'plane']",4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0
47,9,TYB,16,6,".  Yeah . . Right, so I'm super impulsive, and I didn't think before I tapped, I 100% agree. So I yeah, I see that. As soon as he put it down and I saw never I was like but what about on planes. Um, so my I had I have strong opinions about this because I was a waitress for a summer. And every single family that came in just stuck an iPad under their kids face and it was really scary. Pretty much dystopian. To see, like all these babies just like staring at the ipads. . And I um, what I ended up concluding that summer was that for parents to do it once it becomes so enticing to do it again, that it and especially if the kid has seen it once they know what they want. So it's, like better not to establish a first time and just do it because it always worked before ipads were a thing.",2,21,0,"['Yeah', 'Right', 'so', 'I', ""'m"", 'super', 'impulsive', 'and', 'I', 'did', ""n't"", 'think', 'before', 'I', 'tapped', 'I', '100', 'agree', 'So', 'I', 'yeah', 'I', 'see', 'that', 'As', 'soon', 'as', 'he', 'put', 'it', 'down', 'and', 'I', 'saw', 'never', 'I', 'was', 'like', 'but', 'what', 'about', 'on', 'planes', 'Um', 'so', 'my', 'I', 'had', 'I', 'have', 'strong', 'opinions', 'about', 'this', 'because', 'I', 'was', 'a', 'waitress', 'for', 'a', 'summer', 'And', 'every', 'single', 'family', 'that', 'came', 'in', 'just', 'stuck', 'an', 'iPad', 'under', 'their', 'kids', 'face', 'and', 'it', 'was', 'really', 'scary', 'Pretty', 'much', 'dystopian', 'To', 'see', 'like', 'all', 'these', 'babies', 'just', 'like', 'staring', 'at', 'the', 'ipads', 'And', 'I', 'um', 'what', 'I', 'ended', 'up', 'concluding', 'that', 'summer', 'was', 'that', 'for', 'parents', 'to', 'do', 'it', 'once', 'it', 'becomes', 'so', 'enticing', 'to', 'do', 'it', 'again', 'that', 'it', 'and', 'especially', 'if', 'the', 'kid', 'has', 'seen', 'it', 'once', 'they', 'know', 'what', 'they', 'want', 'So', 'it', ""'s"", 'like', 'better', 'not', 'to', 'establish', 'a', 'first', 'time', 'and', 'just', 'do', 'it', 'because', 'it', 'always', 'worked', 'before', 'ipads', 'were', 'a', 'thing']",163,A,1,0,0,4,1,2,0,0,0,0,0,1.386294361,0,0.693147181,0,0,0,11.25,1.88,3.12,0.62,2.5,1.25,1.25,3.12,1.88
48,9,TYB,16,6,".  Yeah . . [laughs]. . Yeah, especially because the shows and the apps often are..They're not as cultivated it's a lot of white noise content now um  ",3,119,0,"['Yeah', 'laughs', 'Yeah', 'especially', 'because', 'the', 'shows', 'and', 'the', 'apps', 'often', 'are', ""They're"", 'not', 'as', 'cultivated', 'it', ""'s"", 'a', 'lot', 'of', 'white', 'noise', 'content', 'now', 'um']",26,A,4,0,0,2,0,1,1,0,0,0,0,0.693147181,0,0,0,0,0,12,4.00,4,0,0,4,0,4,8
49,10,TYB,17,12,"Uhh I really appreciate your point of view . um that I actually think um not so strongly agree, but I think uhh it can actually lower a little bit. Uhh I really agree that teenagers are really hard to control themselves. But I think like, um for examples for me, I'm like 18 years old ., so I think as an adult, I think I actually have ability to control myself and make my own decision .. So uh my point of view is just like a lower the legal drinking age, but not so low.",1,33,0,"['Uhh', 'I', 'really', 'appreciate', 'your', 'point', 'of', 'view', 'um', 'that', 'I', 'actually', 'think', 'um', 'not', 'so', 'strongly', 'agree', 'but', 'I', 'think', 'uhh', 'it', 'can', 'actually', 'lower', 'a', 'little', 'bit', 'Uhh', 'I', 'really', 'agree', 'that', 'teenagers', 'are', 'really', 'hard', 'to', 'control', 'themselves', 'But', 'I', 'think', 'like', 'um', 'for', 'examples', 'for', 'me', 'I', ""'m"", 'like', '18', 'years', 'old', 'so', 'I', 'think', 'as', 'an', 'adult', 'I', 'think', 'I', 'actually', 'have', 'ability', 'to', 'control', 'myself', 'and', 'make', 'my', 'own', 'decision', 'So', 'uh', 'my', 'point', 'of', 'view', 'is', 'just', 'like', 'a', 'lower', 'the', 'legal', 'drinking', 'age', 'but', 'not', 'so', 'low']",95,A,2,1,0,0,2,7,0,0,0,0,0,0,0.693147181,1.945910149,0,0,0,9.57,2.13,4.26,3.19,7.45,3.19,0,0,2.13
50,10,TYB,17,12,"Yeah, and I also think like, for like some teenagers . maybe like of our ages, if you like prohibit . them to drink the alcohol then some of them may have some like sense of rebellion, . and even try harder uh and do not have some really correct perspective about this so.",2,93,0,"['Yeah', 'and', 'I', 'also', 'think', 'like', 'for', 'like', 'some', 'teenagers', 'maybe', 'like', 'of', 'our', 'ages', 'if', 'you', 'like', 'prohibit', 'them', 'to', 'drink', 'the', 'alcohol', 'then', 'some', 'of', 'them', 'may', 'have', 'some', 'like', 'sense', 'of', 'rebellion', 'and', 'even', 'try', 'harder', 'uh', 'and', 'do', 'not', 'have', 'some', 'really', 'correct', 'perspective', 'about', 'this', 'so']",51,A,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13.73,1.96,1.96,1.96,7.84,0,1.96,1.96,1.96
51,10,TYB,17,12, Yeah. [laughs] ,3,133,0,"['Yeah', 'laughs']",2,A,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00,50,0,0,0,0,0,50
52,10,TYB,17,12,Yeah. I think 18 is / ,4,143,0,"['Yeah', 'I', 'think', '18', 'is']",5,A,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,20,0,0,0,20
53,11,NB,18,5," mhm. mhm. mhm. mhm. mhm. mhm. Ohhh, okay, well, at first, I was going to agree, but after hearing what you said, it does make sense. Umm [laughs].Let me think about this at first, I was going to agree with it. Like when I did it on the survey, I kind of agreed that they should be blind to like, their race and ethnicity . because sometimes I feel like it could affect like, their decision, although, of course, they look at test scores . and stuff, but I don't know I feel like race always has to, like do something with like decision making . because of like, just how society is like . , you know, when we just yeah, I don't know I feel like /.  Yeah, but then when when hearing about like, how if you say like, if we don't, then we might have like a school full of like a certain amount of race .. Like it also makes sense why we why they shouldn't be completely blind to us. So now I'm at like a 50/50 [laughs].",1,64,6,"['mhm', 'mhm', 'mhm', 'mhm', 'mhm', 'mhm', 'Ohhh', 'okay', 'well', 'at', 'first', 'I', 'was', 'going', 'to', 'agree', 'but', 'after', 'hearing', 'what', 'you', 'said', 'it', 'does', 'make', 'sense', 'Umm', 'laughs].Let', 'me', 'think', 'about', 'this', 'at', 'first', 'I', 'was', 'going', 'to', 'agree', 'with', 'it', 'Like', 'when', 'I', 'did', 'it', 'on', 'the', 'survey', 'I', 'kind', 'of', 'agreed', 'that', 'they', 'should', 'be', 'blind', 'to', 'like', 'their', 'race', 'and', 'ethnicity', 'because', 'sometimes', 'I', 'feel', 'like', 'it', 'could', 'affect', 'like', 'their', 'decision', 'although', 'of', 'course', 'they', 'look', 'at', 'test', 'scores', 'and', 'stuff', 'but', 'I', 'do', ""n't"", 'know', 'I', 'feel', 'like', 'race', 'always', 'has', 'to', 'like', 'do', 'something', 'with', 'like', 'decision', 'making', 'because', 'of', 'like', 'just', 'how', 'society', 'is', 'like', 'you', 'know', 'when', 'we', 'just', 'yeah', 'I', 'do', ""n't"", 'know', 'I', 'feel', 'like', 'Yeah', 'but', 'then', 'when', 'when', 'hearing', 'about', 'like', 'how', 'if', 'you', 'say', 'like', 'if', 'we', 'do', ""n't"", 'then', 'we', 'might', 'have', 'like', 'a', 'school', 'full', 'of', 'like', 'a', 'certain', 'amount', 'of', 'race', 'Like', 'it', 'also', 'makes', 'sense', 'why', 'we', 'why', 'they', 'should', ""n't"", 'be', 'completely', 'blind', 'to', 'us', 'So', 'now', 'I', ""'m"", 'at', 'like', 'a', '50/50', 'laughs']",182,A,3,0,7,0,3,1,1,1,2,0,1.945910149,0,1.098612289,0,0,0,0.693147181,11.3,2.26,5.08,0,6.21,5.65,2.82,1.69,6.21
